dates,Inflation,Goods,Services
2019-12-01,11.836092210825644,11.652107861754658,12.298228221357931
2020-01-01,12.153641319365939,12.10634872723615,12.201195219123505
2020-02-01,12.367384816031702,12.267947879458664,12.489478635440898
2020-03-01,11.85918919589881,11.59027639689798,12.41632211065169
2020-04-01,10.936698972243253,10.593106807940567,11.757238416092953
2020-05-01,11.390017411491593,11.439542128522785,11.276544401544397
2020-06-01,12.622391992843852,12.93920396559265,11.758142626531187
2020-07-01,11.764144642686759,11.697950584179285,11.798571294294579
2020-08-01,11.77040961120046,11.684052942993617,11.82608291503997
2020-09-01,11.748313975271628,12.072420377660942,10.836806668804112
2020-10-01,11.889620973851557,12.288525193085697,10.91616602949208
2020-11-01,14.026300743281862,15.141739309492763,11.423637933384834
2020-12-01,14.599318955732121,15.865024831621199,11.664440772347607
2021-01-01,14.973681263299365,16.48679575489689,11.524633821571229
2021-02-01,15.610910227222007,17.324281329121007,11.741015427276125
2021-03-01,16.190243685915927,17.808219178082197,12.564310265560351
2021-04-01,17.140153599014152,18.855166945643553,13.124208134911974
2021-05-01,16.592853111024255,17.862870021236944,13.623056404918366
2021-06-01,17.525330585608813,19.288280728931362,13.458801537905995
2021-07-01,18.951681748335325,21.19432417370428,13.752443407528858
2021-08-01,19.25266075622607,21.58936170212766,13.87751709232976
2021-09-01,19.582573709687566,21.5544804375263,15.056407289557416
2021-10-01,19.890024211087876,21.71136131013305,15.432592683777502
2021-11-01,21.31252757832245,22.98460009935419,16.881448554300405
2021-12-01,36.08090172540164,41.09760632571975,22.32718426920739
2022-01-01,48.69082407948571,55.8237186278098,29.560424253278427
2022-02-01,54.43856668468605,62.530794645073804,32.88888013550242
2022-03-01,61.144538039844896,70.3781433163169,36.72203205227946
2022-04-01,69.9710700330628,80.44102659130918,42.18321554087976
2022-05-01,73.49595009775626,83.95263748184377,45.77536024429809
2022-06-01,78.61839701906919,89.9412019334824,48.690393724374225
2022-07-01,79.6020525333716,90.17013901170812,51.450480413895036
2022-08-01,80.20759403832504,89.89273277687369,54.29843610284859
2022-09-01,83.45249360389727,93.06937546507001,57.76061776061776
2022-10-01,85.51478641840087,94.86342841765341,60.24207738655956
2022-11-01,84.38925996957872,93.01363665740321,60.71945709251408
2022-12-01,64.26959749617876,67.31353428305893,55.493503910910746
2023-01-01,57.682481034550534,55.76335925042335,62.420900657369295
2023-02-01,55.179828234970564,52.723662256480154,61.64391682598966
