dates,Portfolio investment,Direct investment,Other investment,Financial account
2023-03-01,-0.8743333333333334,0.4533333333333333,3.4196666666666666,2.9986666666666664
2023-04-01,-1.3306666666666667,0.668,4.427333333333333,3.7646666666666664
2023-05-01,-1.5353333333333332,0.5093333333333333,4.322333333333333,3.2963333333333336
2023-06-01,-0.2683333333333333,0.3673333333333333,2.1796666666666664,2.2786666666666666
2023-07-01,0.4706666666666667,0.24966666666666665,2.5426666666666664,3.263
2023-08-01,1.384,0.23633333333333334,2.0893333333333333,3.7096666666666667
2023-09-01,0.7786666666666666,0.059333333333333335,3.918,4.756
2023-10-01,-0.06933333333333333,0.16966666666666666,3.4943333333333335,3.5946666666666665
2023-11-01,1.2033333333333334,0.47633333333333333,4.268,5.947666666666667
2023-12-01,2.248,0.6846666666666666,3.4936666666666665,6.426333333333333
2024-01-01,2.7743333333333333,0.6406666666666666,0.7546666666666666,4.169666666666667
2024-02-01,1.761,0.26566666666666666,-1.429,0.5976666666666667
2024-03-01,0.07166666666666667,0.11366666666666667,-2.0033333333333334,-1.818
2024-04-01,0.516,0.20433333333333334,-0.29533333333333334,0.425
2024-05-01,2.3176666666666663,0.3783333333333333,3.399,6.095
2024-06-01,3.284,0.6216666666666666,1.9526666666666668,5.858333333333333
2024-07-01,3.592,0.5646666666666667,1.0996666666666668,5.256333333333333
2024-08-01,0.748,0.4046666666666667,-2.3913333333333333,-1.2386666666666668
2024-09-01,-0.13133333333333333,0.4656666666666667,-2.2326666666666664,-1.8983333333333332
2024-10-01,-0.528,0.13033333333333336,-0.5696666666666667,-0.9673333333333334
2024-11-01,0.732,0.342,1.7313333333333332,2.8053333333333335
2024-12-01,0.768,0.491,3.8996666666666666,5.158666666666667
2025-01-01,1.1473333333333333,0.756,4.482,6.385333333333333
2025-02-01,1.272,0.5513333333333333,3.6353333333333335,5.458666666666667
2025-03-01,0.481,0.272,0.39966666666666667,1.1526666666666667
2025-04-01,-4.009666666666667,0.0003333333333333333,-0.914,-4.923333333333333
2025-05-01,-3.9776666666666665,0.2563333333333333,1.798,-1.9233333333333333
2025-06-01,-2.4433333333333334,0.367,1.534,-0.5423333333333333
2025-07-01,2.936,0.959,5.500333333333333,9.395333333333333
2025-08-01,1.828,1.0436666666666667,2.6596666666666664,5.531333333333333
2025-09-01,1.8623333333333332,0.7856666666666666,2.0403333333333333,4.6883333333333335
